Botanical name,CommonNames,ProductSKU,Category,OnHand, Price ,VolumeQuantity, VolumePrice 
Malus x 'Makamik',Makamik Crabapple,1765-50MM-WB,Trees,64, $175.00 ,25, $175.00 
Malus x 'Makamik',Makamik Crabapple,1765-45MM-WB,Trees,47, $165.00 ,25, $165.00 
Malus x 'Makamik',Makamik Crabapple,1765-40MM-WB,Trees,15, $155.00 ,25, $155.00 
Malus x 'Makamik',Makamik Crabapple,1765-250CM-15G,Trees,1, $88.00 ,25, $88.00 
Malus x 'Pink Spires',Pink Spires Crabapple,1766-50MM-WB,Trees,1, $175.00 ,25, $175.00 
Malus x 'Pink Spires',Pink Spires Crabapple,1766-45MM-WB,Trees,3, $165.00 ,25, $165.00 
Malus x 'Pink Spires',Pink Spires Crabapple,1766-40MM-WB,Trees,1, $155.00 ,25, $155.00 
Malus x 'Prairifire',Prairifire Crabapple,1772-WB,Trees,2, $-   ,,
Malus x 'Prairifire',Prairifire Crabapple,1772-45MM-WB,Trees,14, $165.00 ,25, $165.00 
Malus x 'Prairifire',Prairifire Crabapple,1772-40MM-WB,Trees,25, $155.00 ,25, $155.00 
Malus x 'Prairifire',Prairifire Crabapple,1772-250CM-15G,Trees,20, $88.00 ,25, $88.00 
Malus x 'Profusion',Profusion Crabapple,1775-50MM-WB,Trees,46, $175.00 ,25, $175.00 
Malus x 'Profusion',Profusion Crabapple,1775-45MM-WB,Trees,36, $165.00 ,25, $165.00 
Malus x 'Profusion',Profusion Crabapple,1775-40MM-WB,Trees,9, $155.00 ,25, $155.00 
Malus x 'Profusion',Profusion Crabapple,1775-250CM-15G,Trees,57, $88.00 ,25, $88.00 
Malus x 'Purple Gem',Purple Gem Crabapple,1777-70MM-WB,Trees,4, $195.00 ,25, $195.00 
Malus x 'Purple Gem',Purple Gem Crabapple,1777-60MM-WB,Trees,11, $185.00 ,25, $185.00 
Malus x 'Red Barron',Red Barron Crabapple,1779-70MM-WB,Trees,2, $195.00 ,25, $195.00 
Malus x 'Red Barron',Red Barron Crabapple,1779-60MM-WB,Trees,10, $185.00 ,25, $185.00 
Malus x 'Red Barron',Red Barron Crabapple,1779-50MM-WB,Trees,7, $175.00 ,25, $175.00 
Malus x 'Red Barron',Red Barron Crabapple,1779-200CM-15G,Trees,25, $85.00 ,25, $85.00 
Malus x 'Rinki',Rinki Crabapple,1782-50MM-WB,Trees,8, $175.00 ,25, $175.00 
Malus x 'Rinki',Rinki Crabapple,1782-150CM-10G,Trees,9, $75.00 ,25, $75.00 
Malus x 'Rinki',Rinki Crabapple,1782-200CM-15G,Trees,1, $85.00 ,, $85.00 
Malus x 'Robinson',Robinson Crabapple,1783-50MM-WB,Trees,1, $175.00 ,25, $175.00 
Malus x 'Royal Beauty',Royal Beauty Crabapple,1851-TG-150CM-7G,Trees,4, $84.00 ,25, $84.00 
Malus x 'Royal Beauty',Royal Beauty Crabapple,1851-TG-150CM-10G,Trees,9, $86.00 ,25, $86.00 
Malus x 'Snowdrift',Snowdrift Crabapple,1800-50MM-WB,Trees,3, $175.00 ,25, $175.00 
Malus x 'Snowdrift',Snowdrift Crabapple,1800-45MM-WB,Trees,4, $165.00 ,25, $165.00 
Malus x 'Snowdrift',Snowdrift Crabapple,1800-200CM-10G,Trees,4, $78.00 ,25, $78.00 
Malus x 'Snowdrift',Snowdrift Crabapple,1800-250CM-15G,Trees,35, $88.00 ,25, $88.00 
Malus x 'Spring Snow',Spring Snow Crabapple,1803-175CM-10G,Trees,1, $75.00 ,25, $75.00 
Malus x 'Spring Snow',Spring Snow Crabapple,1803-200CM-15G,Trees,15, $85.00 ,25, $85.00 
Malus x 'White Angel',White Angel Crabapple,1820-60MM-WB,Trees,3, $185.00 ,25, $185.00 
Malus x 'White Angel',White Angel Crabapple,1820-50MM-WB,Trees,8, $175.00 ,25, $175.00 
Malus x 'White Angel',White Angel Crabapple,1820-45MM-WB,Trees,1, $165.00 ,25, $165.00 
Malus x 'Winter Gold',Winter Gold Crabapple,1828-60MM-WB,Trees,4, $185.00 ,, $185.00 
Malus x 'Winter Gold',Winter Gold Crabapple,1828-50MM-WB,Trees,4, $175.00 ,25, $175.00 
Malus x 'Winter Gold',Winter Gold Crabapple,1828-45MM-WB,Trees,1, $165.00 ,25, $165.00 
Malus x adstringens Midnite Spire™ ('Jefnite'),Midnite Spire™ Crabapple,5378-100CM-10G,Trees,30, $68.00 ,25, $68.00 
Malus x adstringens Purple Spire® ('Jefspire'),Purple Spire® Crabapple,7831-50MM-WB,Trees,3, $175.00 ,25, $175.00 
Malus x adstringens Purple Spire® ('Jefspire'),Purple Spire® Crabapple,7831-150CM-10G,Trees,5, $78.00 ,25, $78.00 
Malus x adstringens Purple Spire® ('Jefspire'),Purple Spire® Crabapple,7831-200CM-15G,Trees,50, $85.00 ,25, $85.00 
Malus x adstringens Purple Spire® ('Jefspire'),Purple Spire® Crabapple,7831-250CM-16G,Trees,8, $88.00 ,25, $88.00 
Malus x Brandywine® ('Branzam'),Brandywine® Crabapple,1723-50MM-WB,Trees,0, $175.00 ,25, $175.00 
Malus x Coralburst® ('Coralcole'),Coralburst® Crabapple,1729-TG-125CM-5G,Trees,7, $72.00 ,25, $72.00 
Malus x Coralburst® ('Coralcole'),Coralburst® Crabapple,1729-TG-125CM-10G,Trees,62, $93.00 ,25, $93.00 
Malus x Emerald Spire® ('Jefgreen'),Emerald Spire® Crabapple,5269-150CM-10G,Trees,69, $78.00 ,25, $78.00 
Malus x Golden Raindrops® ('Schmidtcutleaf'),Golden Raindrops® Crabapple,5275-50MM-WB,Trees,2, $175.00 ,25, $175.00 
Malus x Golden Raindrops® ('Schmidtcutleaf'),Golden Raindrops® Crabapple,5275-200CM-10G,Trees,1, $85.00 ,25, $85.00 
Malus x Golden Raindrops® ('Schmidtcutleaf'),Golden Raindrops® Crabapple,5275-250CM-15G,Trees,34, $88.00 ,25, $88.00 
Malus x Green Wall® ('Jefwall'),Green Wall® Crabapple,5192-150CM-10G,Trees,10, $75.00 ,25, $75.00 
Malus x Harvest Gold® ('Hargozam'),Harvest Gold® Crabapple,1742-250CM-15G,Trees,31, $88.00 ,25, $88.00 
Malus x Lancelot® ('Lanzam'),"Lancelot® Crabapple, Dwarf Crab Apple",1753-TG-125CM-5G,Trees,10, $73.00 ,25, $73.00 
Malus x Royal Raindrops® ('JFS-KW5'),Royal Raindrops® Crabapple,3613-50MM-WB,Trees,5, $175.00 ,25, $175.00 
Malus x Royal Raindrops® ('JFS-KW5'),Royal Raindrops® Crabapple,3613-45MM-WB,Trees,0, $165.00 ,25, $165.00 
Malus x Royal Raindrops® ('JFS-KW5'),Royal Raindrops® Crabapple,3613-250CM-15G,Trees,122, $88.00 ,25, $88.00 
Malus x Velvet Pillar™ ('Velvetcole'),Velvet Pillar™ Crabapple,1815-250CM-10G,Trees,37, $86.00 ,25, $86.00 
Malus x Velvet Pillar™ ('Velvetcole'),Velvet Pillar™ Crabapple,1815-250CM-15G,Trees,39, $88.00 ,25, $88.00 
Matteuccia struthiopteris,"Ostrich Fern, Fiddlehead Fern",2507-9PT,Ferns,3663, $4.25 ,25, $4.00 
Matteuccia struthiopteris,"Ostrich Fern, Fiddlehead Fern",2507-1G,Ferns,2412, $7.95 ,25, $7.70 
Meehania cordata,Meehan's Mint,588-1G,Perennials,88, $6.25 ,25, $6.00 
Melittis melissophyllum 'Royal Velvet Distinction',Bastard Balm,589-1G,Perennials,3, $7.95 ,25, $7.70 
Mentha piperita,"Peppermint, Corn Mint, Lamb Mint, Balm Mint, Curled Mint",2773-11PT,Perennials,129, $2.95 ,25, $2.80 
Mentha spicata,"Spearmint, Common Mint, Green Pea Mint, Mackerel Mint",2774-11PT,Perennials,6, $2.95 ,25, $2.80 
Mentha suaveolens 'Variegata',"Pineapple Mint, Variegated Apple Mint",2775-11PT,Perennials,45, $2.95 ,25, $2.80 
Mentha x villosa,Mojito Mint,5398-11PT,Perennials,42, $2.95 ,25, $2.80 
Mertensia virginica,"Virginia Bluebells, Cowslip, Roanoke Bells",1857-1LTR,Perennials,530, $6.75 ,25, $6.50 
Mertensia virginica,"Virginia Bluebells, Cowslip, Roanoke Bells",1857-PL32,Perennials,199, $4.95 ,25, $4.95 
Metasequoia glyptostroboides,Dawn Redwood,2395-70MM-30G,Evergreens,12, $-   ,25,
Metasequoia glyptostroboides,Dawn Redwood,2395-125CM-7G,Evergreens,0, $75.00 ,25, $75.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-150CM-7G,Evergreens,77, $80.00 ,25, $80.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-175CM-WB,Evergreens,0, $175.00 ,25, $175.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-200CM-WB,Evergreens,14, $195.00 ,25, $195.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-200CM-10G,Evergreens,35, $98.00 ,25, $98.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-225CM-WB,Evergreens,14, $225.00 ,25, $225.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-250CM-WB,Evergreens,20, $235.00 ,25, $235.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-250CM-15G,Evergreens,4, $155.00 ,25, $155.00 
Metasequoia glyptostroboides,Dawn Redwood,2395-300CM-WB,Evergreens,42, $285.00 ,25, $285.00 
Metasequoia glyptostroboides 'Chubby',Dwarf Dawn Redwood,5616-4X6SQ,Evergreens,3, $495.00 ,25, $495.00 
Metasequoia glyptostroboides 'Chubby',Dwarf Dawn Redwood,5616-60CM-3G,Evergreens,4, $85.00 ,25, $85.00 
Metasequoia glyptostroboides 'Chubby',Dwarf Dawn Redwood,5616-125CM-7G,Evergreens,4, $165.00 ,25, $165.00 
Metasequoia glyptostroboides 'Chubby',Dwarf Dawn Redwood,5616-200CM-15G,Evergreens,14, $198.00 ,25, $198.00 
Metasequoia glyptostroboides 'Chubby',Dwarf Dawn Redwood,5616-TG-150CM-15G,Evergreens,9, $175.00 ,25, $175.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-70MM-WB,Evergreens,2, $345.00 ,25, $345.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-60MM-WB,Evergreens,1, $325.00 ,25, $325.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-60CM-3G,Evergreens,3, $38.00 ,25, $38.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-125CM-7G,Evergreens,1, $78.00 ,25, $78.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-200CM-WB,Evergreens,1, $220.00 ,25, $220.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-250CM-WB,Evergreens,3, $250.00 ,25, $250.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-300CM-WB,Evergreens,20, $270.00 ,25, $270.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-350CM-WB,Evergreens,3, $295.00 ,25, $295.00 
Metasequoia glyptostroboides 'Gold Rush',Gold Rush Dawn Redwood,2399-400CM-WB,Evergreens,5, $355.00 ,25, $355.00 
Metasequoia glyptostroboides 'White Spot',White Spot Dawn Redwood,2420-350CM-WB,Evergreens,2, $295.00 ,25, $295.00 
Metasequoia glyptostroboides 'White Spot',White Spot Dawn Redwood,2420-400CM-WB,Evergreens,3, $355.00 ,25, $355.00 
Metasequoia glyptostroboides Amber Glow™ ('WAH-08AG'),Amber Glow™ Dawn Redwood,5285-125CM-7G,Evergreens,50, $86.00 ,25, $86.00 
Metasequoia glyptostroboides Amber Glow™ ('WAH-08AG'),Amber Glow™ Dawn Redwood,5285-175CM-7G,Evergreens,3, $105.00 ,25, $105.00 
Metasequoia glyptostroboides Amber Glow™ ('WAH-08AG'),Amber Glow™ Dawn Redwood,5285-175CM-10G,Evergreens,24, $120.00 ,25, $120.00 
Metasequoia glyptostroboides Amber Glow™ ('WAH-08AG'),Amber Glow™ Dawn Redwood,5285-250CM-10G,Evergreens,15, $128.00 ,25, $128.00 
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-60MM-25G,Evergreens,1, $-   ,,
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-45MM-15G,Evergreens,3, $165.00 ,25, $165.00 
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-175CM-WB,Evergreens,4, $180.00 ,, $180.00 
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-200CM-10G,Evergreens,47, $115.00 ,25, $115.00 
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-250CM-WB,Evergreens,3, $235.00 ,25, $235.00 
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-250CM-10G,Evergreens,34, $-   ,, $-   
Metasequoia glyptostroboides Jade Prince® ('JFS-PN3Legacy'),Jade Prince® Dawn Redwood,4937-300CM-WB,Evergreens,7, $275.00 ,25, $275.00 
Metasequoia glyptostroboides Northlight ('Schirrmann's Nordlicht'),Northlight Dawn Redwood,5082-80CM-7G,Evergreens,1, $98.00 ,25, $98.00 
Metasequoia glyptostroboides Northlight ('Schirrmann's Nordlicht'),Northlight Dawn Redwood,5082-TG-100CM-BBC,Evergreens,1, $168.00 ,25, $168.00 
Metasequoia glyptostroboides Northlight ('Schirrmann's Nordlicht'),Northlight Dawn Redwood,5082-TG-150CM-15G,Evergreens,4, $178.00 ,25, $178.00 
Microbiota decussata,Siberian Carpet Cypress,2423-2G,Evergreens,210, $20.50 ,25, $20.00 
Mimulus ringens,"Monkey Flower, Allegheny Monkey Flower, Square-stemmed Monkey flw",1858-PL50,Perennials,159, $2.50 ,25, $2.35 
Miscanthus Purpurascens,"Purple Flame Grass, Flame Grass",2263-1G,Grasses,177, $7.50 ,25, $7.25 
Miscanthus Purpurascens,"Purple Flame Grass, Flame Grass",2263-2G,Grasses,92, $11.50 ,25, $11.25 
Miscanthus sinensis 'Adagio',"Adagio Maiden Grass, Dwarf Maiden Grass",2131-1G,Grasses,511, $7.50 ,25, $7.25 
Miscanthus sinensis 'Autumn Anthem',Autumn Anthem Maiden Grass,5238-1G,Grasses,5, $7.50 ,25, $7.25 
Miscanthus sinensis 'Autumn Light',"Autumn Light Maiden Grass, Japanese Silver Grass",2136-1G,Grasses,116, $7.50 ,25, $7.25 
Miscanthus sinensis 'Cosmopolitan',Cosmopolitan Maiden Grass,2179-1G,Grasses,70, $7.50 ,25, $7.25 
Miscanthus sinensis 'Dixieland',"Dixieland Maiden Grass, Dwarf Variegated Maiden Grass",2182-1G,Grasses,73, $7.50 ,25, $7.25 
Miscanthus sinensis 'Fire Dragon',Fire Dragon Maiden Grass,5241-1G,Grasses,109, $7.95 ,25, $7.70 
Miscanthus sinensis 'Fire Dragon',Fire Dragon Maiden Grass,5241-2G,Grasses,3, $12.25 ,25, $12.00 
Miscanthus sinensis 'Gracillimus',Maiden Grass,2191-1G,Grasses,510, $7.50 ,25, $7.25 
Miscanthus sinensis 'Gracillimus',Maiden Grass,2191-2G,Grasses,422, $11.50 ,25, $11.25 
Miscanthus sinensis 'Graziella',Maiden Grass,2192-1G,Grasses,68, $7.50 ,25, $7.25 
Miscanthus sinensis 'Graziella',Maiden Grass,2192-2G,Grasses,13, $11.50 ,25, $11.25 
Miscanthus sinensis 'Huron Blush',Huron Blush Maiden Grass,2194-1G,Grasses,4, $7.50 ,25, $7.25 
Miscanthus sinensis 'Huron Sunrise',Huron Sunrise Maiden Grass,2195-1G,Grasses,96, $7.50 ,25, $7.25 
Miscanthus sinensis 'Huron Sunrise',Huron Sunrise Maiden Grass,2195-2G,Grasses,53, $11.50 ,25, $11.25 
Miscanthus sinensis 'Little Kitten',Dwarf Maiden Grass,2248-1G,Grasses,393, $7.50 ,25, $7.25 
Miscanthus sinensis 'Little Zebra',"Little Zebra Maiden Grass, Dwarf Zebra Grass",2250-1G,Grasses,119, $8.25 ,25, $8.00 
Miscanthus sinensis 'Malepartus',Malepartus Maiden Grass,2253-1G,Grasses,154, $7.50 ,25, $7.25 
Miscanthus sinensis 'Morning Light',Variegated Maiden Grass,2254-1G,Grasses,721, $7.50 ,25, $7.25 
Miscanthus sinensis 'Morning Light',Variegated Maiden Grass,2254-2G,Grasses,166, $11.50 ,25, $11.25 
Miscanthus sinensis 'Nippon',Nippon Maiden Grass,2255-1G,Grasses,34, $7.50 ,25, $7.25 
Miscanthus sinensis 'Oktoberfest',Oktoberfest Maiden Grass,5242-1G,Grasses,3, $8.25 ,25, $8.00 
Miscanthus sinensis 'Rigoletto',Rigoletto Maiden Grass,2264-1G,Grasses,16, $7.50 ,25, $7.25 
Miscanthus sinensis 'Sarabande',Sarabande Maiden Grass,2267-1G,Grasses,93, $7.50 ,25, $7.25 
Miscanthus sinensis 'Strictus',Porcupine Grass,2275-1G,Grasses,161, $7.50 ,25, $7.25 
Miscanthus sinensis 'Strictus',Porcupine Grass,2275-2G,Grasses,19, $11.50 ,25, $11.25 
Miscanthus sinensis 'Variegatus',"Striped Eulalia Grass, Variegated Japanese Silver Grass",2279-1G,Grasses,66, $7.50 ,25, $7.25 
Miscanthus sinensis 'Zebrinus',Zebra Grass,2282-1G,Grasses,1, $7.50 ,25, $7.25 
Miscanthus sinensis 'Zebrinus',Zebra Grass,2282-2G,Grasses,83, $11.50 ,25, $11.25 
Miscanthus sinensis Little Fountain ('Kleine Fontaine'),Little Fountain Maiden Grass,2199-1G,Grasses,205, $7.50 ,25, $7.25 
Miscanthus sinensis Silver Feather ('Silberfeder'),Silver Feather Maiden Grass,2268-1G,Grasses,168, $7.50 ,25, $7.25 
Miscanthus x 'Giganteus',"Giant Miscanthus, Giant Chinese Silver Grass",2128-1G,Grasses,51, $7.50 ,25, $7.25 
Miscanthus x 'Giganteus',"Giant Miscanthus, Giant Chinese Silver Grass",2128-2G,Grasses,126, $11.50 ,25, $11.25 
Molinia caerulea 'Variegata',Variegated Purple Moor Grass,2319-1G,Grasses,223, $6.95 ,25, $6.70 
Molinia caerulea Moor-Witch ('Moorhexe'),"Moorhexe Purple Moor Grass, Bog-Witch",2310-1G,Grasses,243, $6.95 ,25, $6.70 
Molinia caerulea ssp. arundinacea 'Skyracer',"Skyracer Moor Grass, Purple Moor Grass",2313-1G,Grasses,150, $6.95 ,25, $6.70 
Monarda didyma,"Beebalm, Oswego Tea, Bergamot",4879-1LTR,Perennials,102, $5.25 ,25, $5.00 
Monarda didyma 'Cherry Pops',"Bee Balm, Bergemot, Dwarf Bee Balm",4416-9PT,Perennials,1, $-   ,,
Monarda didyma 'Fireball',"Bee Balm, Bergamot",593-1G,Perennials,47, $6.25 ,25, $6.00 
Monarda didyma 'Gardenview Scarlet',"Bee Balm, Bergamot",594-1G,Perennials,190, $6.25 ,25, $6.00 
Monarda didyma 'Jacob Cline',Jacob Cline Beebalm,7153-1G,Perennials,17, $6.25 ,25, $6.00 
Monarda didyma 'Pink Frosting',SugarBuzz® Pink Frosting Bee Balm,7154-1G,Perennials,7, $6.95 ,25, $6.70 
Monarda didyma 'Purple Rooster',"Bee Balm, Bergamot",595-1G,Perennials,53, $6.25 ,25, $6.00 
Monarda didyma 'Rockin' Raspberry',SugarBuzz® Rockin' Raspberry Bee Balm,7155-1G,Perennials,24, $6.95 ,25, $6.70 
Monarda didyma Balmy™ Lilac ('Balbalmac'),"Balmy™ Lilac Bee Balm, Bergamot",5060-1G,Perennials,285, $6.25 ,25, $6.00 
Monarda didyma Balmy™ Pink ('Balbalmink'),"Balmy™ Pink Bee Balm, Bergamot",4815-1G,Perennials,170, $6.25 ,25, $6.00 
Monarda didyma Balmy™ Purple ('Balbalmurp'),"Balmy™ Purple Bee Balm, Bergamot",4816-1G,Perennials,243, $6.25 ,25, $6.00 
Monarda didyma Balmy™ Rose ('Balbalmose'),"Balmy™ Rose Bee Balm, Bergamot",4817-1G,Perennials,9, $6.25 ,25, $6.00 
Monarda didyma Grand Marshall™ ('AChall'),"Grand Marshall™ Bee Balm, Bergamot",590-1G,Perennials,600, $6.75 ,25, $6.50 
Monarda didyma Grand Parade™ ('ACrade'),"Grand Parade™ Bee Balm, Bergemot, Dwarf Bee Balm",779-1G,Perennials,474, $6.75 ,25, $6.50 
Monarda fistulosa,"Wild Bergamot, Wild Bee Balm",1859-1LTR,Perennials,224, $5.25 ,25, $5.00 
Monarda fistulosa,"Wild Bergamot, Wild Bee Balm",1859-1G,Perennials,728, $6.25 ,25, $6.00 
Monarda punctata,"Spotted Bee Balm, Horsemint",1860-1LTR,Perennials,84, $5.50 ,25, $5.25 
Morus alba 'Pendula (fruiting)',Weeping Fruiting Mulberry,3627-TG-150CM-10G,Trees,39, $78.00 ,25, $78.00 
Morus alba 'Pendula (non fruiting)',Weeping Mulberry,1856-TG-100MM-WB,Trees,0, $250.00 ,25, $250.00 
Morus alba 'Pendula (non fruiting)',Weeping Mulberry,1856-TG-80CM-10G,Trees,59, $75.00 ,25, $75.00 
Morus alba 'Pendula (non fruiting)',Weeping Mulberry,1856-TG-150CM-10G,Trees,163, $78.00 ,25, $78.00 
Morus rubra,Red Mulberry,3630-50MM-WB,Trees,1, $-   ,, $-   
Morus rubra,Red Mulberry,3630-CLP-250CM-WB,Trees,0, $395.00 ,25, $395.00 
Mukdenia rossii Crimson Fans ('Karasuba'),"Mukdenia, Red-leaf Mukdenia",600-1G,Perennials,61, $9.50 ,25, $9.25 
Myosotis sylvatica 'Victoria Rose',Garden Forget-me-Nots,602-9PT,Perennials,94, $2.50 ,25, $2.35 
Myrica gale,Sweet Gale,1480-1G,Shrubs,75, $7.50 ,25, $7.25 
Myrica gale,Sweet Gale,1480-2G,Shrubs,137, $12.25 ,25, $12.00 
Myrica pensylvanica,Bayberry,1479-3G,Shrubs,338, $12.50 ,25, $12.25 
Narcissus x 'Eaton Song',,8279-BULB,Bulbs,80, $-   ,, $-   
Nectarine x 'Fantasia',Fantasia Nectarine,4268-20MM-7G,Fruit,146, $50.00 ,25, $49.00 
Nectarine x 'Flavortop',Flavortop Nectarine,5103-20MM-7G,Fruit,186, $50.00 ,25, $49.00 
Nectarine x 'Hardired',Hardired Nectarine,3829-20MM-7G,Fruit,206, $50.00 ,25, $49.00 
Nepeta faassenii 'Cat's Meow',Catmint,4818-1G,Perennials,27, $8.95 ,25, $8.70 
Nepeta faassenii 'Cat's Pajamas',Catmint,5136-1G,Perennials,140, $8.95 ,25, $8.70 
Nepeta faassenii 'Dropmore',"Blue Catmint, Catmint",604-1G,Perennials,282, $6.25 ,25, $6.00 
Nepeta faassenii 'Purrsian Blue',"Catmint, Catnip",4415-1G,Perennials,762, $8.50 ,25, $8.25 
Nepeta faassenii 'Six Hills Giant',Catmint,605-1G,Perennials,122, $6.25 ,25, $6.00 
Nepeta faassenii 'Walker's Low',Catmint,606-1G,Perennials,1818, $6.25 ,25, $6.00 
Nepeta mussinii,"Catmint, Persian Catmint",607-1G,Perennials,530, $6.25 ,25, $6.00 
Nipponanthemum nipponicum,Montauk Daisy,5541-1LTR,Perennials,23, $5.52 ,25, $5.00 
NL718 x mixed species,NL718 Vegetation Mat,8135-VGM,Perennials,158, $34.00 ,25, $34.00 
Nuphar lutea,"Yellow Pond Lily, Spatterdock",4044-PL50,Perennials,2440, $3.85 ,25, $3.70 
Nyssa  sylvatica 'Zydeco Twist',Contorted Black Gum Tree,5815-150CM-3G,Trees,9, $65.00 ,25, $65.00 
Nyssa  sylvatica 'Zydeco Twist',Contorted Black Gum Tree,5815-LVF-4X6SQ,Trees,0, $495.00 ,25, $495.00 
Nyssa sylvatica,"Black-gum, Sourgum/ Black Tupelo/ Pepperridge",2080-40CM-2G,Trees,0, $15.00 ,25, $14.75 
Nyssa sylvatica,"Black-gum, Sourgum/ Black Tupelo/ Pepperridge",2080-60CM-2G,Trees,11, $15.50 ,25, $15.25 
Nyssa sylvatica,"Black-gum, Sourgum/ Black Tupelo/ Pepperridge",2080-80CM-2G,Trees,130, $15.75 ,25, $15.50 
Nyssa sylvatica,"Black-gum, Sourgum/ Black Tupelo/ Pepperridge",2080-150CM-BBC,Trees,10, $98.00 ,25, $98.00 
Nyssa sylvatica,"Black-gum, Sourgum/ Black Tupelo/ Pepperridge",2080-175CM-7G,Trees,16, $98.00 ,25, $98.00 
Nyssa sylvatica,"Black-gum, Sourgum/ Black Tupelo/ Pepperridge",2080-CLP-250CM-BBC,Trees,0, $325.00 ,25, $325.00 
Nyssa sylvatica 'Northern Splendor™',Northern Splendor™ Black Gum,5160-250CM-10G,Trees,8, $103.00 ,25, $103.00 
Nyssa sylvatica 'Wildfire',Wildfire Black Gum,2083-45MM-30G,Trees,2, $295.00 ,25, $295.00 
Nyssa sylvatica 'Wildfire',Wildfire Black Gum,2083-35MM-15G,Trees,11, $198.00 ,25, $198.00 
Nyssa sylvatica 'Wildfire',Wildfire Black Gum,2083-250CM-10G,Trees,52, $103.00 ,25, $103.00 
Oenothera berlandieri 'Siskiyou',"Evening Primrose, Mexican Evening Primrose",609-1G,Perennials,52, $6.25 ,25, $6.00 
Oenothera biennis,"Evening Primrose, Evening Star, King's cure-all",1870-1LTR,Perennials,229, $5.25 ,25, $5.00 
Oenothera biennis,"Evening Primrose, Evening Star, King's cure-all",1870-PL50,Perennials,94, $1.95 ,25, $1.95 
Oenothera fruticosa ssp. glauca,Sundrops,1868-1LTR,Perennials,108, $5.25 ,25, $5.00 
Oenothera fruticosa ssp. glauca,Sundrops,1868-PL50,Perennials,166, $2.50 ,25, $2.35 
Oenothera macrocarpa,Ozark Sundrops,612-1G,Perennials,50, $6.25 ,25, $6.00 
Onoclea sensibilis,Sensitive Fern,2508-9PT,Ferns,256, $4.25 ,25, $4.25 
Onoclea sensibilis,Sensitive Fern,2508-1G,Ferns,1127, $6.95 ,25, $6.70 
Ophiopogon japonicus,"Mondo Grass, Monkey Grass",2321-1LTR,Grasses,70, $8.25 ,25, $8.00 
Ophiopogon japonicus 'Nana',Dwarf Mondo Grass,2323-1LTR,Grasses,30, $8.25 ,25, $8.00 
Ophiopogon planiscapus 'Nigrescens',Black Mondo Grass,2327-1LTR,Grasses,292, $8.95 ,25, $8.70 
Ophiopogon planiscapus 'Nigrescens',Black Mondo Grass,2327-1G,Grasses,1, $10.95 ,25, $10.70 
Opuntia humifusa,"Prickly Pear, Devil's Tongue, Compressed Cactus",2783-1LTR,Perennials,94, $6.95 ,25, $6.70 
Origanum  x 'Marjoram',Italian Oregano,7968-11PT,Herbs,37, $2.95 ,25, $2.80 
Origanum laevigatum 'Rosenkuppel',"Ornamental Oregano, Marjoram",5083-1G,Perennials,28, $7.95 ,25, $7.70 
Origanum vulgare,"Common Oregano, Wild Marjoram",2784-11PT,Perennials,41, $2.95 ,25, $2.80 
Osmunda cinnamomea,Cinnamon Fern,2509-1G,Ferns,1220, $6.95 ,25, $6.70 
Osmunda regalis,"Royal Fern, Flowering Fern",2510-1G,Ferns,229, $6.95 ,25, $6.70 
Ostrya virginiana,"Ironwood, Hop Hornbeam",2086-60CM-2G,Trees,136, $14.25 ,25, $14.00 
Ostrya virginiana,"Ironwood, Hop Hornbeam",2086-80CM-3G,Trees,84, $19.50 ,25, $19.25 
Ostrya virginiana,"Ironwood, Hop Hornbeam",2086-125CM-3G,Trees,70, $-   ,25, $-   
Ostrya virginiana,"Ironwood, Hop Hornbeam",2086-250CM-12G,Trees,78, $-   ,25, $-   
